metric,value
pedca_enabled,1
split_stas_across_links,0
distribute_pedca_across_links,1
rts_cts_threshold,65535
qsrc_threshold,1
psrc_threshold,2
enable_ul,1
enable_dl,1
stas_link0_target,10
stas_link1_target,0
flows_considered,136
vo_flows_considered,18
aggregate_throughput_mbps,169.652192
pedca_throughput_mbps,72.508784
edca_throughput_mbps,97.143408
jfi,0.782867
dl_throughput_mbps,38.493040
delay_samples_present,1
jitter_samples_present,1
completion_samples_present,1
tx_packets,139601
rx_packets,136158
lost_packets,161
vo_tx_packets,7426
vo_rx_packets,7299
vo_lost_packets,0
delay_samples,136158
delay_p50_ms,10.000000
delay_p90_ms,81.000000
delay_p95_ms,112.000000
delay_p99_ms,385.000000
delay_p99_9_ms,759.000000
vo_delay_samples,7299
vo_delay_p50_ms,5.000000
vo_delay_p90_ms,16.000000
vo_delay_p95_ms,22.000000
vo_delay_p99_ms,45.000000
vo_delay_p99_9_ms,185.000000
ul_delay_p50_ms,6.000000
ul_delay_p90_ms,44.000000
ul_delay_p95_ms,77.000000
ul_delay_p99_ms,416.000000
ul_delay_p99_9_ms,789.000000
dl_delay_p50_ms,44.000000
dl_delay_p90_ms,99.000000
dl_delay_p95_ms,124.000000
dl_delay_p99_ms,354.000000
dl_delay_p99_9_ms,662.000000
delay_over_10ms_packets,66507
delay_over_20ms_packets,52974
jitter_samples,136022
jitter_p50_ms,1.000000
jitter_p90_ms,1.000000
jitter_p95_ms,1.000000
jitter_p99_ms,35.000000
jitter_p99_9_ms,174.000000
vo_jitter_samples,7281
vo_jitter_p50_ms,1.000000
vo_jitter_p90_ms,1.000000
vo_jitter_p95_ms,1.000000
vo_jitter_p99_ms,5.000000
vo_jitter_p99_9_ms,44.000000
ul_jitter_p50_ms,1.000000
ul_jitter_p90_ms,1.000000
ul_jitter_p95_ms,1.000000
ul_jitter_p99_ms,18.000000
ul_jitter_p99_9_ms,180.000000
dl_jitter_p50_ms,1.000000
dl_jitter_p90_ms,1.000000
dl_jitter_p95_ms,2.000000
dl_jitter_p99_ms,49.000000
dl_jitter_p99_9_ms,173.000000
flow_completion_p50_ms,3498.907543
flow_completion_p90_ms,3970.117000
flow_completion_p95_ms,3985.313000
flow_completion_p99_ms,3999.281000
flow_completion_p99_9_ms,3999.970000
vo_flow_completion_p50_ms,3875.664000
vo_flow_completion_p90_ms,3985.313000
vo_flow_completion_p95_ms,3999.266000
vo_flow_completion_p99_ms,3999.266000
vo_flow_completion_p99_9_ms,3999.266000
retrans_ratio_p50,0.058708
retrans_ratio_p90,0.882353
retrans_ratio_p95,1.000000
retrans_ratio_p99,1.000000
retrans_ratio_p99_9,1.000000
vo_retrans_ratio_p50,0.030303
vo_retrans_ratio_p90,0.846154
vo_retrans_ratio_p95,1.000000
vo_retrans_ratio_p99,1.000000
vo_retrans_ratio_p99_9,1.000000
pedca_selections,11
pedca_cts_attempts,4
pedca_successes,9
pedca_failures,28
pedca_resets,0
pedca_eligibility_checks,13
pedca_max_trigger_count,2
vo_mac_tx_data_failed,56718
vo_mac_tx_final_data_failed,146
vo_mac_tx_rts_failed,0
vo_mac_tx_data_failed_rate,0.406286
vo_mac_tx_final_data_failed_rate,0.001046
vo_mac_tx_rts_failed_rate,0.000000
vo_channel_access_delay_p50_ms,1.470600
vo_channel_access_delay_p90_ms,120.001000
vo_channel_access_delay_p95_ms,120.001000
vo_channel_access_delay_p99_ms,490.910000
vo_channel_access_delay_p99_9_ms,490.910000
vo_queue_delay_p50_ms,4.471000
vo_queue_delay_p90_ms,9.945000
vo_queue_delay_p95_ms,10.344000
vo_queue_delay_p99_ms,10.344000
vo_queue_delay_p99_9_ms,10.344000
vo_queue_depth_mean_packets,0.001285
vo_queue_depth_max_packets,1
vo_queue_drop_packets,0
vo_queue_drop_before_enqueue_packets,0
vo_queue_expired_drop_packets,0
